Title,Latitude,Longitude,Image
"Memorial to John Wooden",39.7642573,-86.1583669
"Tom Jernstedt Statue",39.7643009,-86.1598277
"Thomas F. Bayard Statue",39.7647146,-75.5658494
"George Washington Statue",39.7676009,-86.1626863
"Abraham Lincoln as a young man bronze statue.",39.7685468,-86.1651976
"Statue of Oliver P. Morton",39.7686207,-86.1619182
"Benjamin Harrison Memorial",39.771376,-86.1570253
"Lincoln Statue",39.7984023,-89.6537412
"General James Longstreet Monument",39.8058592,-77.2565243
"Memorial to Major General Winfield S. Hancock",39.8213227,-77.2288737
"Thaddeus Stevens statue",39.8295475,-77.2311891
"Abraham Lincoln Statue",39.8307142,-77.2307904
"John Burns Memorial",39.83595,-77.25273
"Major General John Reynolds Equestrian Monument",39.8378762,-77.2513005
"Major General John Buford Monument",39.8379366,-77.2516352
"Wilt Chamberlain Statue",39.9004219,-75.1711994
"Joe Frazier statue",39.9043997,-75.1689224
"Mike Schmidt Statue",39.9049861,-75.1681311
"Walt Whitman Statue",39.9114069,-75.1733242
"Statue of Joey Giardello (Legendary Philadelphia Boxer)",39.9266398,-75.1671347
"Jersey Joe Walcott Statue",39.9432947,-75.1308965
"William Penn",39.9446377,-75.1558239
"Dickens and Little Nell",39.9485941,-75.2093469
"Washington Statue",39.9490122,-75.1500029
"Commodore Uriah P. Levy Monument",39.9513296,-75.1484233
"Octavius V. Catto Memorial",39.9517276,-75.1637244
"William McKinley",39.9517381,-75.1632596
"Benjamin Franklin Statue",39.9519404,-75.1936728
"John Wanamaker",39.9526606,-75.1627275
"William Penn",39.9527029,-75.163522
"General George McClellan",39.9528,-75.1634833
"John Christian Bullitt",39.953057,-75.1630536
"Matthias William Baldwin",39.9531046,-75.1639162
"Major General John Fulton Reynolds",39.9532091,-75.1637159
"“The Bond” Bronze Statues",39.9534724,-75.1631669
"Benjamin Franklin, Craftsman (or Young Ben Franklin)",39.9537195,-75.1635513
"General Galusha Pennypacker Memorial",39.9585598,-75.1696473
"Shakespeare Memorial",39.9587695,-75.1712127
"Washington Monument Fountain",39.9642689,-75.1791352
"Rocky Statue",39.9651331,-75.1792878
"Joan of Arc Statue",39.9664813,-75.1791667
"Brooks Robinson Statue",39.9671533,-76.7290802
"Abraham Lincoln Monument",39.9695749,-75.184457
"Don Quixote Statue",39.9697363,-75.1396135
"James A. Garfield Monument",39.9739375,-75.1904375
"General Ulysses S. Grant",39.9807872,-75.1978983
"General Ulysses S. Grant Statue",39.980797,-75.1978861
"James Buchanan Statue",40.0436537,-76.3216051
"Statue of Teedyuscung",40.0680863,-75.2201012
"General Wayne Statue",40.0867714,-75.4444916
"Harriet Tubman Statue",40.0934102,-74.8572718
"Statue of General Friedrich von Steuben",40.1030992,-75.4466133
"Mr. Reeves",40.1282352,-75.5133597
"Thomas Paine Monument",40.1495473,-74.7158103
"Teddy Roosevelt Statue",40.1705621,-105.1037077
"Teddy Roosevelt on his Train Platform",40.1708101,-105.1033258
"Robert Morris Plaza",40.2079019,-74.7755805
"Washington Crossing the Delaware Statue",40.2185429,-74.7614539
"John A. Roebling Statue",40.2383522,-74.7917146
"MLK Memorial - Harrisburg, PA",40.2506325,-76.8503625
"Statue of Rutherford B. Hayes",40.2987031,-83.067932
"General Nathanael Greene Statue",40.3051381,-79.5428106
"Statue of Morley's Dog",40.3262309,-78.9199853
"fdr sculpture on a fireplace",40.3271184,-75.9873929
"Major General David McMurtie Gregg Statue",40.3458628,-75.9297283
"Albert Einstein Monument",40.3483619,-74.6648066
"John Witherspoon Statue in Princeton University",40.3486297,-74.6579622
"Kent State Memorial:Abraham and Isaac",40.349012,-74.6568116
"JFK Memorial Park",40.351722,-79.865596
"Abraham Lincoln Statue",40.4395768,-79.875912
"Edward Manning Bigelow Monument",40.4401957,-79.9472
"Dr Mao Yisheng Statue",40.4417635,-79.9454401
"Mary Schenley Memorial Fountain",40.4419827,-79.9518791
"Fred Rogers Memorial Statue",40.4448195,-80.0138663
"Fred 'Mister Rogers' Memorial",40.4448663,-80.013873
"Dr. Thomas E. Starzl statue",40.4449994,-79.9534571
"Bill Mazeroski Statue",40.4458402,-80.0070522
"Bill Mazeroski Statue",40.4458407,-80.0070522
"Art Rooney Statue",40.4459104,-80.0142546
"Roberto Clemente Statue",40.4467778,-80.0039361
"Willie Stargell Statue",40.4475354,-80.0042345
"Honus Wagner Statue",40.4475505,-80.0074471
"Thomas A. Armstrong Statue",40.4520022,-80.0097174
"George Washington Monument",40.4545299,-80.0095503
"George Washington Memorial Revolutionary War",40.4545474,-80.0095412
"Abraham Lincoln Statue",40.4797386,-88.9941417
"Basilone Statue and Park",40.565167,-74.6390368
"Willie Thrower Memorial Statue",40.5684317,-79.753516
"Jackie Robinson and Pee Wee Reese Monument",40.5749039,-73.9852394
"James M Stewart Statue",40.6231534,-79.1551866
"Abraham Lincoln Statue",40.6584105,-73.9649299
"Ludwig Van Beethoven Statue",40.6588125,-73.9648125
"Washington Irving Memorial",40.6590971,-73.9633017
"Lafayette Memorial",40.6645044,-73.9765878
"James S.T. Stranahan Monument",40.6721547,-73.9695355
"General Warren Statue",40.6730159,-73.970658
"J.F.K. Memorial",40.6742692,-73.9701769
"Dr. Alexander J.C. Skene Statue",40.6749075,-73.9703166
"Ulysses S. Grant Statue",40.6766766,-73.9527686
"Robert Fulton Statue",40.6797512,-73.9328814
"Henry Clay Statue",40.6815289,-76.192659
"General Edward Fowler Statue",40.6869181,-73.9757145
"Mother Teresa Statue",40.6938347,-74.9183634
"Henry Ward Beecher Statue",40.6948855,-73.9901029
"William Jay Gaynor Memorial",40.6995633,-73.9905171
"Benjamin Franklin Statue",40.7118557,-74.0058666
"Horace Greeley Statue",40.7128862,-74.0049704
"Lin Zexu statue ( 林則徐 銅像 )",40.7134139,-73.9981605
"Lin Ze Xu",40.7134172,-73.99816
"Confucius Statue",40.71422,-73.9971258
"Togo's Statue",40.7144168,-73.9892258
"Thomas Paine Park",40.7150321,-74.0026617
"Abraham de Peyster statue by George Edwin Bissell",40.7152554,-74.0028335
"Dr. Sun Yat-sen Plaza",40.715704,-74.0001022
"Juan Pablo Duarte",40.7226063,-74.0054686
"Garibaldi Statue",40.7305164,-73.996933
"Alexander Lyman Holley Monument",40.7312973,-73.9981542
"General Philip Henry Sheridan Statue",40.7336224,-74.0022
"George Washington Statue",40.7353841,-73.9906953
"Senator Roscoe Conkling Monument",40.741226,-73.9882006
"William H. Seward Monument",40.7414761,-73.9888322
"President Arthur Statue",40.742715,-73.9871105
"Admiral David Glasgow Farragut Monument",40.74275,-73.9876581
"Chester Alan Arthur Monument",40.7427894,-73.986997
"Jan Karski Statue",40.749658,-73.9812231
"Gertrude Stein Statue",40.7533318,-73.9831277
"Jose Bonifacio de Andrada e Silva Statue",40.7538142,-73.9846554
"Golda Meir Statue",40.7538295,-73.9873812
"Benito Juarez Statue",40.7544181,-73.9842549
"George M. Cohan Statue",40.7587149,-73.9851445
"Father Francis P. Duffy Statue",40.7590302,-73.9850811
"General William Tecumseh Sherman Monument",40.7648084,-73.9730662
"Simón Bolívar Statue",40.7657216,-73.9758768
"Thomas Moore Statue",40.7659359,-73.9732464
"José Julián Martí Statue",40.7660656,-73.9760956
"Statue of Socrates",40.7678056,-73.9223712
"Statue Of Chef Boyardee",40.7680932,-73.9818866
"William Shakespeare Statue",40.7698226,-73.9723909
"Balto Statue",40.7699742,-73.9710197
"Sir Walter Scott",40.7700681,-73.9724225
"Fiorello H. La Guardia Monument",40.7707385,-73.9721167
"Samuel F. B. Morse Statue",40.7725077,-73.9674711
"Ludwig van Beethoven Statue",40.7728643,-73.9718726
"Giuseppe Mazzini Statue",40.7730026,-73.9766553
"Daniel Webster Monument",40.7747558,-73.9742918
"Peter Pan Monument",40.7751352,-73.9432613
"King Jagiello Monument",40.7789349,-73.966695
"Alexander von Humboldt Monument",40.7794864,-73.973358
"Eleanor Roosevelt Memorial",40.780642,-73.985797
"Theodore Roosevelt Statue",40.7808472,-73.9728223
"Alexander Hamilton Monument",40.7809575,-73.9645411
"Statue of Polyhymnia",40.7818078,-73.95922
"Whistler's Mother Statue",40.7838352,-76.337239
"Fred Lebow Statue",40.784086,-73.959178
"Statue of Albert Bertel Thorvaldsen",40.7885625,-73.9560625
"Joan of Arc Monument",40.7941,-73.9765214
"Duke Ellington Statue",40.7968889,-73.9494167
"The Lincoln Statue",40.7985963,-85.8210966
"The Lincoln Monument",40.7985963,-85.8210966
"Frederick Douglass Sculpture and Water Wall",40.8005895,-73.9581806
"General Franz Sigel Monument",40.8023152,-73.970149
"Lafayette and Washington Monument",40.8036819,-73.958024
"Samuel J. Tilden Monument",40.8062186,-73.9675513
"Lajos Kossuth Monument",40.8068592,-73.9672962
"Lajos Kossuth Monument",40.8068592,-73.9672962
"Lincoln Statue",40.8080726,-96.7008966
"Swing Low: Harriet Tubman Memorial",40.808191,-73.952796
"General Daniel Butterfield Statue",40.8125459,-73.9621546
"Heinrich Heine Fountain",40.8275113,-73.9231718
"Archbishop Hughes Statue",40.8621709,-73.8866295
"St. Ignatius Statue",40.8622447,-73.8850753
"Theodore Roosevelt Statue",40.8656883,-73.5320893
"Jim Thorpe Memorial Hall",40.8774292,-75.7251243
"Statue of Charlie Farnsley",41.0121441,-76.8567931
"Chief Hopocan statue",41.0239,-81.5959113
"MLK Statue",41.0299631,-73.7694155
"Paul Weeks Litchfield Statue",41.0666901,-81.4791691
"John W. Heisman Memorial Statue",41.0715934,-81.5091951
"Abraham Lincoln • The Hoosier Youth",41.073761,-85.1398967
"Robinson Shuba Memorial",41.0965445,-80.6498077
"Chief Netawatwees Statue",41.1446548,-81.4747576
"Chief Wagmong Statue",41.1498829,-81.4569075
"Joe Palooka Monument",41.1963523,-75.8891867
"Abraham Lincoln Memorial Monument",41.2367911,-105.4366128
"James Madison Memorial",41.279064,-72.6015458
"William Lanson Statue",41.3153519,-72.9268054
"Catherine McAuley Statue",41.345226,-75.9706287
"Eugene O'Neill's Statue",41.3537458,-72.0925916
"John Kelley Statue",41.3545114,-71.9719837
"Objee Statue",41.3738355,-72.0997656
"Patton Statue",41.3916911,-73.9559765
"Washington Statue",41.392,-73.9577642
"Sybil Ludington Statue",41.3930877,-73.4515313
"Kosciuszko Statue",41.4075082,-75.6627297
"Pulaski Statue",41.4082515,-75.661319
"2nd Lt Carol Ann Drazba Statue",41.4127283,-75.6646468
"Sybil Ludington Statue",41.4234124,-73.6787407
"Commodore Matthew C. Perry statue (John Quincy Adams Ward, 1869)",41.4856124,-71.3091787
"Richard Wagner Statue",41.4873372,-81.7496759
"General Moses Cleaveland Statue",41.4991877,-81.6932503
"Tom L. Johnson Statue",41.5001459,-81.6941083
"Abraham Lincoln Monument (sculpture)",41.5020717,-81.6922342
"Jesse Owens Statue",41.5023278,-81.6981653
"Otto Graham Statue",41.504729,-81.7004175
"Willard Park",41.5056579,-81.6923579
"Jim Brown Statue",41.5060631,-81.6978635
"Rocky Colavito Statue",41.5081027,-81.5989203
"Harvey Rice Statue",41.5081984,-81.6141309
"James A. Garfield Monument",41.5100131,-81.5913064
"Rachel Carson Statue",41.524942,-70.672498
"Lincoln Landing",41.5902263,-88.0583755
"Abraham Lincoln and Tad Statue",41.5911415,-93.6048624
"Richard Hatcher Statue And Historical Marker",41.6033725,-87.3366248
"Elbert H. Gary Statue And Historical Marker",41.6036733,-87.336899
"Iyanough Memorial",41.6528761,-70.2833636
"Mercy Otis Warren Statue",41.7016989,-70.3044974
"Sojourner Truth Statue",41.7105539,-73.9545231
"Statue of Benito Juarez",41.7875271,-87.5996069
"Juan Pablo Duarte Statue",41.7911179,-71.4096187
"Lincoln State Monument",41.8464149,-89.4851272
"George Halas Statue",41.8605666,-87.6169331
"Abraham Lincoln, Head of State",41.8772996,-87.6215207
"Statue of Sir Georg Solti",41.877877,-87.6236379
"Lincoln the Rail-Splitter",41.8817966,-87.7160588
"Irv Kupcinet Memorial",41.8873726,-87.6258952
